từ,số lần xuất hiện,lí do bị gắn cờ
jcigcgicigcoy,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
giòyfyocoyc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tộiminhf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
i1gi5difgtq,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
feature,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nxkfndkdndksksosoksskks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dnkdndksksksksksksk,1,không có nguyên âm
abcdefghijkl,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ntwsnsbgnsgngsnegngednhmehnhehememgnegwyneymenynyeenyntwmyeyennyeenyetnetnnwwjt,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vhh,1,không có nguyên âm
hb,1,không có nguyên âm
bhxzv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
knbxfv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vcccvg,1,không có nguyên âm
xd,1,không có nguyên âm
nbh,1,không có nguyên âm
vg,1,không có nguyên âm
cvg,1,không có nguyên âm
vhhb,1,không có nguyên âm
snh,1,không có nguyên âm
folow,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jshafaijsvxkdbfnkfkdcaajbzusbsisfsjdgdjdidjjdsgsgajfxiwhx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
far,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
know,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
wish,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bhhhhhg,1,không có nguyên âm
bbhdsfpbvicccuicuccycucucucucucucucucucucucuvbh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
njbjhkbkj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vhjbhjjjhjn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bnn,1,không có nguyên âm
jfjjfkfjfjfjfjjfjfjfjfjfjfjfjfjfjfjjf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
gffgfrcrrfrcxtttyzxyrrccrtcvrfyxxetvytxcryxefg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
snaw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
utpzurzut,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jp,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
knucghcjcjcjcjxzjgzgzzkgxgxhlxhchlchcjcjvljcjlxlyxuxlxjcljvjvjvuyotssxlhcljvjlvkbckhoyststizgkkclhcjlvjlnbdyduocohvljvljvj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hhcpxhlxlhzsyxkhxhkckhclj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xinhhhhjhjjjgcxbbxgbv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sss,1,không có nguyên âm
trrr,1,không có nguyên âm
nghgbghtjggngbvdvdbrbrbgrgrbrbrbtbynukutrvdrhthyjyjyjyjyjtntbfvrgegergrvdvdvrvfbtbttjyjyjjjybtbfrdrvrvrrbrvrbrbrrvrvrvrtbtvfbtbbty,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,1,không có nguyên âm
nsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kskskskskksmsmxmmxjxjxj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
janxsxbdkhxbdhbxxzkhbxsihbxdxhbahxbshxhiwsbxhiixbhidixdbihaxbihsaxi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kwmsncueomx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
yuchkbccfxffgghhhhhhhvxerddfyjkjvcxhnkhgddgytghuhh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gigigsiboebodnodbdobdivsjvsjvxbfodnosbkxbodbdidvidbodbdobdkdbkdbkdbdkbkdbkdbkdbdkbdkbdkdbkdbkd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xnjdjdjdjdjjdjdjdjkdjdjdndnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
kdbabvabdhsjahab,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
sbdbxbxbdbshsh,1,không có nguyên âm
mja,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
2năm,1,trộn chữ và số
hdjxbbxjmbxbxnbxnxnxbxnnx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hsskkaowbxbbxnmx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
howii,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jdjdjdkfjfjjfkfjfjkfjfj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jjjsjdkkdkfkfkfkkf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
900tr,1,trộn chữ và số + không có nguyên âm
hạhajausgvsvavqgauusvxvshwjiqowuwttvsvsajajjakkskzooaoquwytwgsvsvbdnxnzn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nchg,1,không có nguyên âm
フォロバ100,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
フォロバ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
いいねした人で気になった人フォロー,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
写真を撮るのが好きな人と繋がりたい,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
いいね返し,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
お洒落な人と繋がりたい,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
着回しコーデ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
写真部,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
今日の服,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
本日のコーデ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
ファッションコーデ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
ポロシャツ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
ジーンズ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
ダメージデニム,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
メンズファ,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
ストリー,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
mmmm,1,không có nguyên âm
uwuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hfuffufkdufjjvk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ogvvcjdytsifvjg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gjvcjhchxdyvjgvjgu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
icvivf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
6000d,1,trộn chữ và số + không có nguyên âm
tk_ap1,1,trộn chữ và số
36h,1,trộn chữ và số + không có nguyên âm
qk,1,không có nguyên âm
00d,1,trộn chữ và số + không có nguyên âm
ùcotv9tv9tv9yv0yv0yv0yv8vuodcpucif,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ìcifpcpifpi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
pkfcipto,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
9f,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số + không có nguyên âm"
f9ufuctu0ctuc9ur9ur9r7cc7rc7r7c97rc7rc7rcruf0c0tci0rc0urc07tcu7c99uc9urcru0c0rcur9cur9couorcooufcouufocuocoufcufudo,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
hihuhihigivibihunsjanwna,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gdl,1,không có nguyên âm
b88bez,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,không có nguyên âm
sjgdksbsisbsjbdskissjgssjnsjsbdhkshsns,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hshdhdhhddhh,1,không có nguyên âm
fiufxuxt8ccit,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ỹuf7ctt8vvt8vt8vt7c7tyrr,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
muabdhdbdjdbdhdbdhhdhdhdhhđhhdhdhdhh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hẹwhwhwjwjhwhshwhhsksijsajkwjwlwwkqjqjwnbwbaa,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
cncncncnncncnc,1,không có nguyên âm
ocdkyxoyxkyyccitcufxrudicigvlgcotxirditcotcfixilgcufxgxogcur,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
focalluare,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
tttttttttttttttttttttttttttttttttttttttttttttttttt,1,không có nguyên âm
okbdjsbdksjcnknxnskjwxnfjskcjc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đrfhjehathetjryotzorykstlshkxtktxkfajwjrykryldyjetkeylry,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
đcccc,1,không có nguyên âm
chinhd35,1,trộn chữ và số
wifi,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
𝐒𝐈𝐄,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐏𝐇𝐀,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐌,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐂𝐀,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐏,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐁𝐄,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐍,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐜𝐡𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐩𝐨𝐥𝐨,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐝𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐜𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐱𝐢,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐧𝐧𝐧𝐧,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐤𝐨,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐥𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐦,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐜𝐨𝐭𝐭𝐨𝐧,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐝𝐮,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐜𝐡𝐮𝐲𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐧,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐥𝐚𝐜𝐨𝐬,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐧𝐡𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐛𝐚𝐨,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
đ𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐩,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐳𝐮𝐢𝐢,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
85k____85k____85kkkk,1,trộn chữ và số + không có nguyên âm
nhahjdjjsjsjxjjsjdjdjdjdjjdjjdjdjsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
2màu,1,trộn chữ và số
ghhgggff,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
tfhthvdhghhcsjjdughhd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fda,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
giôngws,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dhsjkshcdjsjzhbdnsksjxbdjsjxbxbsjsbxbsjsjsbxdhjsjdhdhdhdjdjdbdbd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bxbjsjzbx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
đnajj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dnsjajsbdndjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
djxjdbahabx,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dbsjajsjcnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
qhdjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dhwjajjdbd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
dbdjajsbxbjsjđbdjw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
fresh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ucỵtaù4kh,1,trộn chữ và số
đúk6lýi5wkuckỳ5eýmktư4nt4j5ngkfjydm,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ídmgtmỹntaysj6wkyxyia5isuli5wiyiwo6djt5iwng,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
ddkckdpdjd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cjdksodjdjdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kkkkkkkkkkkkkkkkkkk,1,không có nguyên âm
mnnnnnnnnnnnn,1,không có nguyên âm
injjnnnnmmnjhgffffffffffffgghhhhjjjrfd8d96dsts,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
rs,1,không có nguyên âm
gghhhhhhgggghh,1,không có nguyên âm
zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jdjxnxndndbdndndndndbxbxbxbxbxbxbxbxbxbxnxnxndndndndndndndndnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nggggg,1,không có nguyên âm
kskjshnshsgsnjshshsjjshdjskshsjsjjshshssjjsjsjs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
000vnd,1,trộn chữ và số + không có nguyên âm
referral,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
referred,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
referral_code,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
psm8gl70tpl3l2qabg84,1,trộn chữ và số
ljbbpjvohvohvohvohvohvhovkhvkhv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jdsixwva,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hhhhhhhhjjhh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bssnnssnshhshshshahajasjjsjsjsjsnsnsksjsjjhgghjjhh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
favorite,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
strawberry,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
51kkho,1,trộn chữ và số
shhshajahahahahahhahahahahahahahahaznnznznznznznznznzn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
wwwwwwwwwwwwwwwwwwwwwwwwwwwwww,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
mmmmmmm,1,không có nguyên âm
jjakakakskjjjjrjrksmamakalakskskkskskdkdjdjfjfjfnjfjdkddjdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
midyearsale2306,1,trộn chữ và số
hdjdjjsjdicjdkdpwksjxpdkxkxkdmxkxkxkkdkskskkdlclclvkckdkckkdlskskxlxllcldslmxlskkxmdldkdkxkk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
57k,1,trộn chữ và số + không có nguyên âm
prm,1,không có nguyên âm
1234567890poiiuuyyttreeqqasddfgghhjklmnnbvvccxxxxcdg,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số"
3hàng,1,trộn chữ và số
ghjkln,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
xzdgc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bnxgxhooflbmvhxgc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
bm,1,không có nguyên âm
jtnvn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hcj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nánnsnsnssnsnsnsnsnsjsjsjjssjsjsjjssnsjsjsjsjsjsjsjsjjssjsj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
khck,1,không có nguyên âm
sksoksmsmdmsmnsjsjsn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nsjsnehdjdnd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ndjsnnshdnzbds,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dnsjsmd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nndjnnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hshejekjebejemejrjkekemekemdkekjeejndjdenn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kzksndjckxmslamanzksamsnkznxsjsnssskks,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
mnbanamskskskslsksksjsjsksksmsmsmzksmsmsmsms,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
kdjsknxk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bcjsksmsbshskndmdlsfjn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jdh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
dt3,1,trộn chữ và số + không có nguyên âm
nzndndjjdkzmnzxbxn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hdjdkdkdmc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
bdjdbdbjdbdjnsbdjfbdnndndnnfn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hhhhhhhhhhhhhhhhhhh,1,không có nguyên âm
hzuagsnsusvuahaiajzbjsbaiahsbsibsnxishsksksjwnsgbdododnduwuwgwjabsishowbajssjajsjsbwkshjswhhsjshsjeheh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
qưerrtyuipplkkbgđsazzccbmmmnbxzzzấdfghjjkllppỉuẻwq,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
gdjshsgsusbsjsvhzvsjsvzhvsjzhzvshsjsjsbsjsbhsbsjzgsvhdgsvhdbdjdbajhducbdjvdudbdhhsh,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
xjzkskmdnxnxmxmzmmnnnnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vakakaabsjpdjdbdbsklakanabsvsv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
v9,1,trộn chữ và số + không có nguyên âm
vffffffffffcccvcccccccccccccvvvczxtcrcccrcrxcvvggvvvv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
100000điểm,1,trộn chữ và số
zhuzkwbshzuaksndjixosnsb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ndndksbdbdj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ndjdksmsnvzjsntj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
mmjdvs,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
zmba,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
snwk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
nbnsbsbns,1,không có nguyên âm
thgggsjsjnsnsbsbsnsndbsnssnnsbdbdbdbdbdbdbdbdbsb,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
ghdhdhhsjsjsjsjsjsjsjsjsjajjajajajajajajajajajajaajjajajajajaajjaj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
nw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jeiekendndkk,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
hdsfggvbnjjjjnjjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
hjdkdndndmdmdmdmdxmđ,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
cbn229,1,trộn chữ và số + không có nguyên âm
100ml,1,trộn chữ và số + không có nguyên âm
cbn21w,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + trộn chữ và số + không có nguyên âm"
vsbsjmdndncnckdkjvcbcmkdmđmd,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
tgskinfood,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
zxhdbdhbdbđhứhnxnsu,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
mmgjtchiijhhhhhhjjjjnnnjjjnnnnnnnn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
935đ,1,trộn chữ và số + không có nguyên âm
jdjsjsjsbdhdjdhjgffjfbjc,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
vvhjhhnnnnmmnnnnmmmnbvcxzswwrttyujkkjkkoobvvvvvvfdfghhjkkknvcxsssrtyikkn,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
vokokokokokokokokvvbnncxđfghbbnncxswtuknbvvilplvccxzaazcvvbnmmmbv,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ggbnnnkhfđssssgbbnnmmmmgxccvgghbnnôgf,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jhsgshsgeijev,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ubgthjj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
𝐒𝐡𝐨𝐩𝐞𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐒𝐚𝐥𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐇𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐧𝐠,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐐𝐮𝐨,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐜,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐓𝐞,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝑭𝒓𝒆𝒆𝒔𝒉𝒊𝒑,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐌𝐨,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐀𝐩𝐩,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐌𝐮𝐚,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
𝐍𝐠𝐚𝐲,1,chữ không phải chữ Latin (ký tự trang trí / tiếng nước ngoài)
bdjdjsnw,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z) + không có nguyên âm"
jejebwa,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
ihewhwkbfbrjebssj,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
jejejbabe,1,"chữ Latin ngoài bảng chữ cái tiếng Việt (f, j, w, z)"
